"Study ID","Effect","Coder","Biblio info",,,,"Selectivity info",,,,,,,,,,,"Odds ratio",,"Log odds ratio",,"Raw numbers",,,,"Multivariate Logistic Regression",,,,"Proportions",,,"Nonparametric Tests",,,,,,,,,"Computing d in designs with indpt groups",,,,,,,,,,,,,,,"Computing d in designs with paired groups",,,,,,,,,,,,,,,"Computing d in designs with indpt groups using ANCOVA",,,,,,,,,,,,,,,,,,,,,,,"Computing r w/ indpt grps",,,,,,,,,"Extinction info",,,,,"Ratio survive/extinct","Notes","Chi Square",,,,,,,"Extinction Rate",,,,,"GLM",,,,,"Mean Species Duration/Longevity",,,,
,"#",,"Full citation","In-text Citation","Year","Type","Phylum","Bivalve/ Gastropod","Taxon","Tax level","Aggregate Trait","Trait","Trait category","Aggregate Age/ Event","Age/ Event","Location","Data source","Odds Ratio","Var Odds Ratio","Log odds ratio","Var Lnor","# Ext","# Surv","Total # Ext","Total # Surv","Genera","Victims","Log-odds","C.I. (95%)","Prop ext","Prop surv","Total # sp","Test","N","mean g. 1","mean g. 2","sd g. 1","sd g. 2","Test Statistic","df","P","Y1","Y2","Spool","n1","n2","t","n1","n2","F","n1","n2","p","1 or 2","n1","n2","Y1","Y2","Sdiff","r","n","t","r","n","F","r","n","p","1 or 2","r","n","Y1","Y2","Spool","n1","n2","R","q","t","n1","n2","R","q","F","n1","n2","R","q","p","1 or 2","n1","n2","R","q","r","n","t","n","t","r","p","1 or 2","r","Magnitude","Era","Duration","Geo scope","Cause",,,"x-square","n","df","p (sur/extinct)","% group a extinct","% group b extinct","p (before/after)","n","per-capita extinct/orig",,,,"coefficient","d.f.","p","Note",,"Test type","Trait Type Species Total ","Mean Duration","p","z"
"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Wide-Ranging","Early Devonian","Early Devonian","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,2,19,17,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",3,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Endemic","Early Devonian","Early Devonian","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,14,29,17,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",1,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Cosmospolitan","Late Silurian","Late Silurian","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,0,10,14,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Wide-Ranging","Late Silurian","Late Silurian","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,4,15,14,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",3,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Endemic","Late Silurian","Late Silurian","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,10,19,14,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",1,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Cosmospolitan","Middle Silurian","Middle Silurian","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,0,9,12,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Wide-Ranging","Middle Silurian","Middle Silurian","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,3,12,12,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",3,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Endemic","Middle Silurian","Middle Silurian","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,9,22,12,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",1,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Cosmospolitan","Early Silurian","Early Silurian","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,0,5,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Wide-Ranging","Early Silurian","Early Silurian","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,2,13,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",3,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Endemic","Early Silurian","Early Silurian","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,1,12,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",1,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Cosmospolitan","Late Ordovician","Late Ordovician","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,1,5,33,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Wide-Ranging","Late Ordovician","Late Ordovician","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,5,15,33,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",3,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Endemic","Late Ordovician","Late Ordovician","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,27,33,33,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",1,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Cosmospolitan","Middle Ordovician","Middle Ordovician","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,0,4,15,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Wide-Ranging","Middle Ordovician","Middle Ordovician","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,0,10,15,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",3,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Endemic","Middle Ordovician","Middle Ordovician","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,15,28,15,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",1,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Cosmospolitan","Early Ordovician","Early Ordovician","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,0,2,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",2,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Wide-Ranging","Early Ordovician","Early Ordovician","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,0,1,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bretsky 1973 EPP",3,"EO","Bretsky, Peter W. 1973. Evolutionary patterns in the Paleozoic Bivalvia: Documentation and Some Theoretical Considerations. The Geological Society of America Bulletin 84: 2079-2096.","Bretsky 1973",1973,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Geographic Range","Endemic","Early Ordovician","Early Ordovician","global","Treatise on Ivertebrate Paleontology 1969 vol. 1 & 2",,,,,5,8,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rode 2004 UGU",1,"EO","Rode, A.L. and B.S. Lieberman. 2004. Using GIS to unlock the interactions between biogeography, environment, and evolution in Middle and Late Devonian brachiopods and bivalves. Paleogeography, Paleoclimatology, Paleoecology. 211: 345-359.","Rode and Lieberman 2004",2004,"PR","Mollusca ","Bivalve","bivalve","species","Env Distribution","Env Distribution","Nearshore & Inner Platform","Late Devonian","Frasnian","Laurentia","Field work & Museum collections (refer to Notes)",,,,,12,3,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Late Devonian","Pz",,"M",,,"Data in excel sheet emailed by author; Museums: American Museum of Natural History, Carnegie Museum of Natural Hist, Museum of Comparative Zoology, Peabody Museum of Natural Hist, Royal Belgium Inst. Of Nat. Sci, U of Iowa Museum of Paleo, U of Michigan Museum of Paleo, U.S. National Museum of Natural Hist.",,,,,,,,,,,,,,,,,,,,,,
"Rode 2004 UGU",2,"EO","Rode, A.L. and B.S. Lieberman. 2004. Using GIS to unlock the interactions between biogeography, environment, and evolution in Middle and Late Devonian brachiopods and bivalves. Paleogeography, Paleoclimatology, Paleoecology. 211: 345-359.","Rode and Lieberman 2004",2004,"PR","Mollusca ","Bivalve","bivalve","species","Env Distribution","Env Distribution","Middle Platform & Inner Platform","Late Devonian","Frasnian","Laurentia","Field work & Museum collections (refer to Notes)",,,,,20,1,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Late Devonian","Pz",,"M",,,"Data in excel sheet emailed by author; Museums: American Museum of Natural History, Carnegie Museum of Natural Hist, Museum of Comparative Zoology, Peabody Museum of Natural Hist, Royal Belgium Inst. Of Nat. Sci, U of Iowa Museum of Paleo, U of Michigan Museum of Paleo, U.S. National Museum of Natural Hist.",,,,,,,,,,,,,,,,,,,,,,
"Rode 2004 UGU",1,"EO","Rode, A.L. and B.S. Lieberman. 2004. Using GIS to unlock the interactions between biogeography, environment, and evolution in Middle and Late Devonian brachiopods and bivalves. Paleogeography, Paleoclimatology, Paleoecology. 211: 345-359.","Rode and Lieberman 2004",2004,"PR","Mollusca ","Bivalve","bivalve","species","Invasive","Invasive?","Invasive","Late Devonian","Frasnian","Laurentia","Field work & Museum collections (refer to Notes)",,,,,10,0,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Late Devonian","Pz",,"M",,,"Data in excel sheet emailed by author; Museums: American Museum of Natural History, Carnegie Museum of Natural Hist, Museum of Comparative Zoology, Peabody Museum of Natural Hist, Royal Belgium Inst. Of Nat. Sci, U of Iowa Museum of Paleo, U of Michigan Museum of Paleo, U.S. National Museum of Natural Hist.",,,,,,,,,,,,,,,,,,,,,,
"Rode 2004 UGU",2,"EO","Rode, A.L. and B.S. Lieberman. 2004. Using GIS to unlock the interactions between biogeography, environment, and evolution in Middle and Late Devonian brachiopods and bivalves. Paleogeography, Paleoclimatology, Paleoecology. 211: 345-359.","Rode and Lieberman 2004",2004,"PR","Mollusca ","Bivalve","bivalve","species","Invasive","Invasive?","Non-invasive","Late Devonian","Frasnian","Laurentia","Field work & Museum collections (refer to Notes)",,,,,22,4,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Late Devonian","Pz",,"M",,,"Data in excel sheet emailed by author; Museums: American Museum of Natural History, Carnegie Museum of Natural Hist, Museum of Comparative Zoology, Peabody Museum of Natural Hist, Royal Belgium Inst. Of Nat. Sci, U of Iowa Museum of Paleo, U of Michigan Museum of Paleo, U.S. National Museum of Natural Hist.",,,,,,,,,,,,,,,,,,,,,,
"Elder 1989 MEP",1,"EO","Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.","Elder 1989",1989,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Late Cretaceous","Upper Cenomanian","Western Interior U.S",,,,,,15,14,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cenomanian-Turonian Stage Boundary (C-T)",,,,,,,,,,,,,,,,,,,,,,
"Elder 1989 MEP",2,"EO","Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.","Elder 1989",1989,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Late Cretaceous","Upper Cenomanian","Western Interior U.S",,,,,,3,8,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cenomanian-Turonian Stage Boundary (C-T)",,,,,,,,,,,,,,,,,,,,,,
"Elder 1989 MEP",1,"EO","Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.","Elder 1989",1989,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Late Cretaceous","Lower Turonian/ Watinoceras Zone","Western Interior U.S",,,,,,3,13,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cenomanian-Turonian Stage Boundary (C-T)",,,,,,,,,,,,,,,,,,,,,,
"Elder 1989 MEP",2,"EO","Elder, William P. 1989. Molluscan extinction patterns across the Cenomanian-Turonian stage boundary in the western interior of the United States. Paleobiology 15: 299-320.","Elder 1989",1989,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Late Cretaceous","Lower Turonian/ Watinoceras Zone","Western Interior U.S",,,,,,0,9,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cenomanian-Turonian Stage Boundary (C-T)",,,,,,,,,,,,,,,,,,,,,,
"Erwin 1989 PRP",1,"EO","Erwin, Douglas H. 1989. Regional paleoecology of permian gastropod genera, southwestern United States and the end-permian mass extinction. Palaios 4:424-438.","Erwin 1989",1989,"PR","Mollusca","Gastropod","gastropod","genera","Species Richness","Species Richness","Species-poor","P/TR","P/TR","53 localities throughout southwestern US","53 localities throughout southwestern US",,,,,39,4,47,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,"M",,,,,,,,,,,,,,,,,,,,,,,,,
"Erwin 1989 PRP",2,"EO","Erwin, Douglas H. 1989. Regional paleoecology of permian gastropod genera, southwestern United States and the end-permian mass extinction. Palaios 4:424-438.","Erwin 1989",1989,"PR","Mollusca","Gastropod","gastropod","genera","Species Richness","Species Richness","Species-rich","P/TR","P/TR","53 localities throughout southwestern US","53 localities throughout southwestern US",,,,,8,8,47,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pz",,"M",,,,,,,,,,,,,,,,,,,,,,,,,
"Petuch 1995 MDL",1,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Trophic Level","Diet","Algal film grazers","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,3,1,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,"data from Table 2 ... Look over again",,,,,,,,,,,,,,,,,,,,,,
"Petuch 1995 MDL",2,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Trophic Level","Diet","Sea grass feeders","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,2,0,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,,,,,,,,,,,,,,,,,,,,,,,
"Petuch 1995 MDL",3,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Trophic Level","Diet","Suspension-detritus","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,4,3,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,,,,,,,,,,,,,,,,,,,,,,,
"Petuch 1995 MDL",4,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Body Size","Diet & Body Size","General carnivores, small","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,2,5,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,,,,,,,,,,,,,,,,,,,,,,,
"Petuch 1995 MDL",5,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Body Size","Diet & Body Size","General carnivores, large","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,9,5,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,,,,,,,,,,,,,,,,,,,,,,,
"Petuch 1995 MDL",4,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Trophic Level","Diet & Body Size","General carnivores, small","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Petuch 1995 MDL",5,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Trophic Level","Diet & Body Size","General carnivores, large","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Petuch 1995 MDL",6,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Trophic Level","Diet","Mulluscivores","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,8,12,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,,,,,,,,,,,,,,,,,,,,,,,
"Petuch 1995 MDL",7,"EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Trophic Level","Diet","Vermivores","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",,,,,2,6,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cz",,"R",,,,,,,,,,,,,,,,,,,,,,,,,
